Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A5_1_22639.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A11_1_22645.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B5_1_22651.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B11_1_22657.d
Q86UU1				7865.39	9428.14		8185.52
Q86UV5				54601.1	46068.5	51901.1	64210.5
Q86UW9				8024.65		12374.2	11892.1
Q86UX7				4587.26	3208.06	3716.39	
Q86UY5				8754.87	8119.08	8406.77	8382.31
Q86UY6				41323	38245.9	45369.2	40635
Q86UY8				60558.5	61768.3	51047	46346.2
Q86V21				44697.5	44428.9	42075.9	40519.8
Q86V40				6680.23	7003.51	5001.38	5263.27
Q86V48				37510.4	37876.3	40277.3	38554.8
Q86V81				503710	482081	516468	513975
Q86V85				9515.31	9723.11	11483.8	12819.8
Q86V97				9015.2	13933.6	8937.91	12623.4
Q86VH4				8517.22	9671.03	6846.95	8919.55
Q86VI3				14532.5	14855.4	13947.4	12060.5
Q86VI4				11845.6	10788.8	13455.3	11192.7
Q86VM9				81434	89685.9	92802.5	96349.9
Q86VN1				19399.3	20025.1	17589.8	19963.6
Q86VP1				49317.7	49324.5	48850.1	43080.5
Q86VP3				4017.15	3612.08	3067.53	4163.02
Q86VP6				384412	388150	380835	388131
Q86VQ1				25848	46291.7	41930	15672.2
Q86VQ6				26179.5	22223.8	16988.9	17903.7
Q86VR2				14263.9	22449.8	19064.1	18245.6
Q86VS8				27047.6	25767.3	26060.6	26155.6
Q86VU5				36441	42584	42136.6	34689.1
Q86VV8				3911.24	4183.58	4604.84	4827.2
Q86VW0				18904.3	15630	16469.5	14289.9
Q86VX2				3321.3	5320.72	4042.2	3308.33
Q86VX9				26267.3	19416.1	31086.7	25353.2
Q86VZ4				5068.61	6433.08	5870.8	4907.68
Q86VZ5				6974.26		5638.31	
Q86VZ6				5466.24	4917.66	6650.6	4078.27
Q86W34				6175.73	5508.39	6478.64	5747.86
Q86W42				49989.1	50543.4	50957.5	54328.2
Q86W50				49291.2	53567.6	54682.3	53323
Q86W56				24692	28858.9	27654	26385.6
Q86W92				33628.8	35370	34530	34311
Q86WA6				13391.3	13119.1	17320.8	16708.6
Q86WA8				27731.5	25950.1	25384.4	27293.3
Q86WB0				41953.7	42048.4	42347.4	38069.7
Q86WC4				19752.9	22381.2	18611.9	24762
Q86WI3				2297.01	2858.43	2063.22	3194.18
Q86WJ1				20853.8	23225.5	21990.5	20483.6
Q86WP2				1871.84	3677.95	2374.18	2355.31
Q86WQ0				44229.7	39813.3	46319.2	46160.1
Q86WR7				18985.6	16879.2	17795.2	18879.4
Q86WV6				2881.58	3061.91	3023.73	2221.87
Q86WX3				98148	84882.8	96116.6	90060.7
Q86X02				11453.4	11360.4	13608.8	13500.3
Q86X10				31867	36697.3	38515.7	35902.4
Q86X27				7369.94	6684.01	5200.53	5608.28
Q86X29				10718.4	9736.19	10448.3	11796.4
Q86X52						12164.2	
Q86X53				17677.5	21543.3	21720.7	21732.9
Q86X55				134988	133260	133804	135224
Q86X76				60273.1	61713.4	54850.9	57242.9
Q86X83				26192.7	23226.2	20205	29850.2
Q86XA9				44036.6	42525.6	45663.7	45185.8
Q86XI2				29912.4	33476.4	34198	30422.8
Q86XJ1				4937.28	3579	4576.2	4502.2
Q86XK2				38376.4	30397.1	38280.8	32761.4
Q86XK3				11136.5	14046.4	13587	12278.4
Q86XL3				33824.4	33063.6	33452.7	28882.3
Q86XN8				2852.24	3405.51	5005.35	2588.72
Q86XP1				8879.15	10538.4	15853.1	16990.2
Q86XP3				102428	99786	110820	103732
Q86XS8				11794.2	5458.93		14556.4
Q86XZ4				41143.4	35243.7	35768.7	35594.5
Q86Y07				35247	37628.3	31575.7	30460.1
Q86Y37				20726.6	15920.4	18651.1	18383.1
Q86Y39				39772.7	40923.2	41263.9	39882
Q86Y56				197754	185989	183731	182472
Q86Y79				34167.1	36495.9	34024	32372.9
Q86Y82				33545.2	31739.2	36832.4	34349.1
Q86YD1				4628.56	5014.83	3525.25	7155
Q86YH6				19694.7	18300	16976.1	15353.6
Q86YI8					3151.56	3973.65	3326.43
Q86YP4				53063.2	49607.7	49543.6	50009.1
Q86YQ8				43109.1	47597.8	43009.9	43902.8
Q86YR5				7764.2	7875.53	7449.28	8517.15
Q86YS7				14413.4	13851.4	16715.8	12272.6
Q86YT6				13647.4	15034.3	18014	15458
Q86YV9				21180	22563.9	26699.2	27065.1
Q86YW0					23042.1	32324.2	33720
Q8IU60				14840.1	15403.8	17066.7	14942.6
Q8IU81				23453.2	20944.7	20325.5	22248.4
Q8IU85				28605.8	27917.1	29285.4	29468.5
Q8IUC4				42331.5	48476.7	50894.4	48617.8
Q8IUC6				4500.79		3818.59	3571.43
Q8IUD2				61311.9	62841.1	63982.4	64237.5
Q8IUD6				5354.7			
Q8IUE6				273219	268280	231220	251159
Q8IUF1				38298.7	39064	33732.6	35793.4
Q8IUF8				14422.1	12757.1	15752.5	14498.9
Q8IUH3				37768.7	38707.5	45233.2	39501.9
Q8IUH4				19984.9	15192.3	14202	14500.5
Q8IUI8				22733.8	24777.9	25584.4	21827.1
Q8IUR0				18193	15256.1	15297.5	20226.7
Q8IUR7				108499	106065	87910.4	101738
Q8IUX1				24357	28194.1	21992.4	17807.7
Q8IV08				127875	154117	150076	153624
Q8IV32				47947.8	25913	29341.1	29643.8
Q8IV38				24370	28225.9	25093.9	32145.6
Q8IV48				41737.8	38494.5	37960	36447
Q8IV50				24553.2	26623.9	25171.5	25989.2
Q8IV63				23413.9	21531.5	20874.9	16117.8
Q8IVB5				10732.7	12088.7	10191.8	10604.1
Q8IVC4				2470.71		3237.92	1801.2
Q8IVD9				46719	41822.3	36956.7	41205.4
Q8IVF2				60834.3	68241.2	62910.9	60588.8
Q8IVH2				8642.72	11748.7	10384.2	8241.92
Q8IVH4				6596.06	5375.45		5664.2
Q8IVH8				6288.41	8485.55	7882.17	6359.15
Q8IVM0				35122.6	49063.9	45260.4	44530.7
Q8IVS2				45807.3	41924	40695.1	40542.8
Q8IVT2				147960	144825	153966	149212
Q8IVT5				6813.75	1931.18		
Q8IVV7				7816.4	5881.38	6080.37	7388.31
Q8IW35				15300.2	17615.9	17154.5	21494.8
Q8IW41				4701.76	4043.98	3419.05	4785.27
Q8IW45				8564.84	7919	9082.65	9086.76
Q8IW52				75413.8	82919.7	77387.9	72683.2
Q8IW92				5073.44	4466	6542.78	6069.37
Q8IWA0				204250	186579	131970	172002
Q8IWA4				42016.8	42979.5	43064.4	40165.1
Q8IWB1				35260.5	30187.9	30062.9	27910.2
Q8IWB7				11038.7	11918.4	13973.4	14307.2
Q8IWB9				19551.6	19126.8	17086.8	14191.9
Q8IWC1				46160.1	47321.7	44755.6	43582.2
Q8IWD4				5856.38	7656.16	6809.34	7010.47
Q8IWE2				35129.5	37277	34137.1	33601.6
Q8IWE5				3264.14	3705.4	2949.23	2965.43
Q8IWF2				8834.71	7156.94	7256.87	9285.63
Q8IWF6				10239.4	8607.57	6802.55	6287.61
Q8IWI9				17136.3	16758.7	17201	16854.3
Q8IWJ2				23446	25190.2	22280.6	22304
Q8IWL3					3994.07	8221.85	4251.19
Q8IWQ3				34486.8	32724.5	27868.4	26277.8
Q8IWR0				25482.9	24867	24976.9	25098.6
Q8IWS0				83365.5	82940.6	88058.5	82825.6
Q8IWT0				45960.3	46952.7	43861.8	38511.1
Q8IWT6				166431	197857	192632	187747
Q8IWU2				19396.1	22796.2	20094.3	18472.8
Q8IWV7				29914.4	32099.5	33041.1	31388.1
Q8IWV8				28583	27789.2	22127.1	30301.3
Q8IWW6				45730.8	41879.2	38482.1	43127.2
Q8IWX8				108223	103212	111049	109448
Q8IWY9				7143.41	6605.24	8263.95	6925.92
Q8IWZ3				30029.3	28519	28434.5	28074.6
Q8IWZ8				44730.9	42368	43829.1	42941.8
Q8IX01				50398.6	46736.3	48053.4	48364.5
Q8IX03				10729.7	9721.35	10326.3	10649.6
Q8IX04				18788	23428.2	22694.2	22696.3
Q8IX12				370047	352723	395658	364941
Q8IX18				17956.5	19154	16009.9	18449.4
Q8IX90				20123.3	20684.4	20150.4	17918
Q8IXB1				22588.8	23206.8	23314	23662.1
Q8IXH7				81067.5	74974.1	65702.5	67010.2
Q8IXI1				26507	27596	24423.9	28012.3
Q8IXI2				45667.2	55597.8	60909.3	66508.8
Q8IXJ6				9327.97	11395.6	10589	11859.5
Q8IXJ9				6622.4	5058.17		
Q8IXK0				17223.2	17425.8	20694.2	19502.1
Q8IXL7				2855.43	3766.18		3629.25
Q8IXM2				208235	208387	214395	221273
Q8IXM3				39578.4	46468.5	43521.4	45427.5
Q8IXM6				20850.2	18718.3	17173.5	16015.3
Q8IXQ3				21113.6	25912.3	24466.8	23999.1
Q8IXQ4				18230	17653.6	15864.7	17807.1
Q8IXQ5				12210.9	11522.4	11859.8	12373.7
Q8IXT5				42113.8	39896.8	43666.4	43004.9
Q8IXU6				50382.4	49120	43005.5	42694.5
Q8IXW5				9867.85	11679.9	8931.6	12410.6
Q8IXX5							19401.4
Q8IXZ2				30578.3	32488.3	24301.4	36833.2
Q8IY17				105401	97534.5	104939	84202.6
Q8IY18				21525.4	22155.6	21261.9	20465.1
Q8IY22				64963.8	70263.5	75101.2	65450.4
Q8IY26				5041.42	4971.46	4680.71	3960.91
Q8IY31				12393.5	9389.59	17125.5	12663.1
Q8IY37				182634	167314	172414	180498
Q8IY45				16455.4	11959.5	14400.7	14397.5
Q8IY47						4818.36	4808.45
Q8IY57				25717.6	20134.6	23989	24905.2
Q8IY67				80984.6	83006	82789.1	82611.8
Q8IY81				173830	156107	174407	173363
Q8IY92				7626.22	5745.17	5127.42	7007.23
Q8IY95				33513.2	40074.6	38748.3	39050
Q8IYB1				22178.6	27189.7	26541.9	19084.6
Q8IYB3				120902	131569	126805	127148
Q8IYB5				90024.5	99292	81182.5	68205.8
Q8IYB7				20080.2	21148.1	24277	23551.2
Q8IYB8				93343.5	95063.3	90763	90868.3
Q8IYB9				7425.3	11262.5	12574.8	13556.8
Q8IYD1				222994	322070	356964	287234
Q8IYH5				5272.37	7303.97	3423.37	7037.23
Q8IYI6				32041.9	29310.5	31838.7	28338.1
Q8IYL2				16672			17301.5
Q8IYL3				17486.1	20721.4	10757	15979.2
Q8IYQ7				24918	20774.9	20902.7	20599.6
Q8IYR2				8949.1	5576.11	3552.53	4735.73
Q8IYS1				71751.5	75185.5	73452.9	75167.2
Q8IYS2				38198.9	38939.1	31575.8	34215.6
Q8IYT2				5095.94	7540.51	4952.37	5838.41
Q8IYU8				36642	44663.7	49554.3	49728
Q8IYW5				5303.57	4224.59	5561.73	1638.77
Q8IZ07				12970.2	9976.45	11058.5	11351.8
Q8IZ13							2610.99
Q8IZ21				20259.8	21725.7	21706.2	18786.9
Q8IZ52						1267.23	2389.15
Q8IZ69				43651.5	45940.5	44314.3	45285
Q8IZ73				24589.4	24058.9	25350.4	27134
Q8IZ81				47686.1	42725.1	53229.4	54417.8
Q8IZ83				39725.6	39264.7	37564.4	37725.7
Q8IZA0				11709.5	13559.5	12916.8	12970.4
Q8IZE3				15944.1	15075	10511.6	9486.1
Q8IZF2				10832.2			
Q8IZH2				46512.1	54253.2	45491	50210.5
Q8IZL8				139433	142409	126609	115714
Q8IZM8				5051.44	2762.57	4915.76	4249.85
Q8IZN3				2073.16	3300.63	2485.12	2888.98
Q8IZP0				67274.5	68796.9	66004.1	60898.6
Q8IZQ5				15552.8	13359.3	12565.6	13353.9
Q8IZT6				12408.9	8281.76	9900.24	9801.72
Q8IZV5				11459.4	12183.3	12726.9	13135.7
Q8N0S6				5974.88	4261.68	6304.55	5099.45
Q8N0T1				6847	7344.08	7734.38	6866.61
Q8N0U8				175040	148499	131780	121723
Q8N0W3				13580.8	14951	12970.6	18859.7
Q8N0X7				161754	160130	158829	166332
Q8N0Z6				154906	125324	37657.6	52655.6
Q8N0Z8					23093	26025.2	
Q8N108				372537	346403	18362.4	334381
Q8N122				21386.8	22588.1	21896	21245.1
Q8N128				45348.5	43492.5	44709.8	41777.1
Q8N129				34003.4	29849	31528.8	33343.9
Q8N131				56589.1	63270.3	36595.4	36522.7
Q8N137				1597.35	3942.38	3391.71	2041.91
Q8N138				14178.3	13907.6	20014.8	11547.3
Q8N142				9156.09	7172.93	9254.32	8756.74
Q8N157						1431.93	
Q8N163				218426	215347	223090	222474
Q8N183				116398	129830	124020	130634
Q8N196					2408.05	4900.27	
Q8N1B4				48917.7	50610.3	47802.9	48346.7
Q8N1F7				379910	402338	383073	378766
Q8N1F8				8040.88	7824.33	7845.82	7379.04
Q8N1G0				2741.58	3980.43	3358.46	4555.87
Q8N1G2				38466.4	39436.8	38382.1	39643
Q8N1G4				123278	123054	123669	127453
Q8N1I0				4754.1	5608.01	4886.98	4756.99
Q8N201				29721.4	28793.5	29883.1	28475.3
Q8N2A8				26776.4	24836.3	33764.2	28728
Q8N2C7				154021	162554	163507	151890
Q8N2F6				25220.5	23883.1	20394.3	22630.7
Q8N2G8				7617.81	7363.83	8200.66	6511.89
Q8N2H4				3984.87	6682.07	9380.52	6640.97
Q8N2K0				30194	30273.7	32003.8	28005.3
Q8N2K1				17049.7	15599.4	16069.2	17610.4
Q8N2M8				12307.6	13338.5	8757.6	12367.1
Q8N2W9				20043.4	20715.1	20688.3	19112.7
Q8N2Y8					5297.62	6562.87	
Q8N2Z9				26175	26243.3	23927.2	27704
Q8N300					3948.39	5155.81	6920.65
Q8N302				11359.9	10364.8	9213.97	9113.39
Q8N335				62158.6	61694.3	62559.8	62698.6
Q8N357				38806.3	38806.3	36829.3	37004.1
Q8N370				8802.48	17829.3	11989.8	8151.71
Q8N392				15745.9	14980.7	14694.3	16391.7
Q8N3C0				79213.2	79890.7	73855.7	74868.2
Q8N3D4				41609.8	35715.8	33623.9	36691
Q8N3E9				12367.7	12695.6	13335.5	13590
Q8N3F8				3624.15	3545.77	2460.92	3455.81
Q8N3P4				13240.5	12892.9	10955.1	12478.4
Q8N3R9				14109.6	14790.4	14713.5	13646.6
Q8N3U4				83299.2	78718.2	76744.2	76269.3
Q8N3V7				37978.7	31607.4	56534	35685
Q8N3X1				52178.6	51918.8	50798.1	48183.6
Q8N3Z6				1916.93		2606.62	
Q8N442				4764.59	6448.95	3243.35	4687.78
Q8N461				6450.72	9058.75	8039.85	6304.5
Q8N488				8089.1	6987.18	6183.73	6517.76
Q8N490				30702.9	30659.5	26818	25429.4
Q8N4C6				3104.93			
Q8N4C8				27506.2	24017.1	21521.6	22009.8
Q8N4E4					4857.02	6791.43	5961.31
Q8N4H5				11691.8	11854.2	16035.3	7670.56
Q8N4J0				57626.9	55871.4	49884.3	56756.7
Q8N4L2				3728.88	5740.7	4302.12	4793.73
Q8N4P3				12206.2	12915.7	15004.9	15402.8
Q8N4Q0				27436.7	28960	23729.1	28488.7
Q8N4Q1				74983.6	80404.5	82571.9	79173.9
Q8N4S9				4278.61	3334.46	3796.07	4071.85
Q8N4T8				7410.69	6448.72	8456.79	7621.6
Q8N4V1				63783	62510.1	59625.1	52452.7
Q8N531				37454.4	37571.1	34478.2	36772.2
Q8N543				62313.6	60051.1	65236.9	56860
Q8N556				37003.1	34092.5	29863.3	30624.4
Q8N567				14221.6	16552.3	13587.8	13558.8
Q8N573				12806	13257.8	11091.5	12935.9
Q8N584				24984.1	23600.9	21008.2	19391.3
Q8N5A5				29523.8	25834.6	25356.7	22785.5
Q8N5C6				28992.9	28268.8	30471.2	29811.2
Q8N5C7				17549.2	16427.9	19403.2	21323
Q8N5C8				8016.99	5051.35		
Q8N5D0				10914.8	8753.19	9610.47	7770.9
Q8N5F7				17074.9	16522.7	18491.1	19255.8
Q8N5G0				54075.4	59414.3	56874.8	57194.5
Q8N5G2				79978.3	43643	29533	49405.1
Q8N5I2				7859.95	10967.4	11956.1	9329.75
Q8N5I4				9972.83	7710.26	12261.7	14888.3
Q8N5I9				27687.9	29928.8	34297.6	31215.7
Q8N5K1				179477	178855	184013	173432
Q8N5L8					17864.4	18734	11242.9
Q8N5M1				21564.6	23194.7	25126.9	24770.3
Q8N5M4				74514.6	75925.5	67899.8	72285.9
Q8N5M9				194059	169623	149275	125341
Q8N5N7				39999	51626.7	52723.3	50214.5
Q8N5P1				33334.7	35397.4	32369.3	37495.8
Q8N5S9				15565.1	12906	18894.3	17313.2
Q8N5T2				53213.2	52194.2	58080.7	57856
Q8N5U6				3818.38	5082.49	5231.91	4553.36
Q8N5Y8				3534.75	3045.38	3342.29	1400.15
Q8N612				5021.89	6183.25	8583.23	8079.84
Q8N653				12452.6		9653.98	14124.5
Q8N668				16059	14312.2	17666.9	13733.5
Q8N680				7446.99	6710.02	7331.65	7596.86
Q8N684				96698.2	90172.4	90205.2	83900.6
Q8N697				7325.53	5818.73		4537.44
Q8N6H7				58995.3	59575.2	58958.9	54007.1
Q8N6I1					6429.24	4990.84	
Q8N6L1				19529.8	25882.4	26588.2	23859.3
Q8N6M0				244027	257932	262508	277876
Q8N6M3				19569.4	17795.8	21537.3	22810.9
Q8N6N3				42684.9	47382.5	48673.7	45131.7
Q8N6R0				70491.3	52427.4	67860.6	64993.3
Q8N6S4				9098.05	7402.41	6460.97	5125.65
Q8N6S5				15506.1	10434.9	9327.53	14332.7
Q8N6T3				63344	74306	71666	73837.1
Q8N6T7				4615.91	1844.36	3272.12	3119.41
Q8N726				30405	27277.1	20030.1	25647
Q8N766				111950	116102	114817	114709
Q8N7C3						5522.63	10506.8
Q8N7H5				161728	156934	159297	160064
Q8N7R7				15982.5	12634.1	11514.1	
Q8N806				36507.6	35971.9	35088.7	35057.3
Q8N884				22383.6	23806	25959.7	22994
Q8N8A6				58034.2	54595.7	62947.6	55012.2
Q8N8D1				5652.92	3532.54	5716.01	8551.33
Q8N8J7				7725.19	8022.09	9314.93	7430.2
Q8N8N7				12318.5		3718.62	6466.86
Q8N8Q9				8283.7	8236.52	8845.07	11988.2
Q8N8R5				13412.6	6452.35	8391.58	5745.65
Q8N8R7				6595.48	5942.73	5415.51	3255.32
Q8N8S7				55911.2	59809.4	58284.1	56558.8
Q8N8U2				23241.5	21597.7	21994.6	20311.4
Q8N954				31718.5	30411.5	30899	28693.1
Q8N961				17885.3	12963.9	15628.3	13494.4
Q8N983				67790.4	69534.1	64961.5	74441
Q8N999				64131	60683.7	63357	66248.6
Q8N9A8				14811	10062.9	4066.09	34696.6
Q8N9B5				20942.4	21390.4	20935.5	15291.9
Q8N9F7				8486.78	8779.96	9596.74	10138
Q8N9M1				18235.1	17941.8	19450.5	17982.9
Q8N9M5				6083.95	8438.22	8687.95	10021
Q8N9N2				36683.3	35647.4	31101.4	40451.2
Q8N9N5				35413.3	32376.6	29564	27869.1
Q8N9N7				39510.3	36161.1	33068.7	36572.2
Q8N9N8				14155.3	12514.3	14545.1	16864.7
Q8N9Q2				9649.47	6312.51	7001.58	7431.52
Q8N9R8				13473.4	13510.9	11542	13890.9
Q8N9T8				52061.2	56969.8	56972.4	59235.4
Q8NA72				4873.83	4584.03	4553.1	4190.46
Q8NAB2				5079.27	11570.4	3324.6	3325.25
Q8NAF0				15775.2	7191.47	14398.1	12623.3
Q8NAN2				9075.59	9221.64	11686.6	11270
Q8NAT1				18819.8	18306.3	18517.5	19917.3
Q8NAV1				73170.1	72904	73295.6	69893.5
Q8NB14					8403.86		
Q8NB16				143672	144154	141707	140219
Q8NB37				36712.8	37356.2	40551.8	48035.3
Q8NB46				34729.7	30000.2	27887.7	26955.9
Q8NB49				25841.4	25521.4	27770.6	27268.9
Q8NB78				10169.7	10229.6	9593.04	8451.14
Q8NB90				112042	111846	109192	109683
Q8NB91				6035.4	8844.55	8208.9	5751.45
Q8NBA8				9991.19	8969.42	8673.56	9140.99
Q8NBF2				76083.1	73502.4	73645.2	71533.4
Q8NBF6				19864.4	21337.7	22142.8	26472.9
Q8NBI6				41329.8	35825.5	41251.9	42707.6
Q8NBJ4				57811.7	62151.2	58481.3	61322.2
Q8NBJ5				161868	177418	177535	177510
Q8NBJ7				241519	207365	207091	199347
Q8NBJ9				2749.36	2314.09	4243.3	2745.38
Q8NBK3				26103	26198.8	27484.5	25037.8
Q8NBL1				19222.2	17150.3	17537.3	19901.9
Q8NBM4				24321.3	25498.1	21162.7	22390.5
Q8NBM8				9606.57	13354.3	10215.2	12955.8
Q8NBN3				23981.4	19057.8	20071	23226.1
Q8NBN7				70428.3	70248.8	72088.4	77526.6
Q8NBP0				19595	17819.5	18185.7	22259.5
Q8NBP7				21347.5	19770.1	19184.1	21833.4
Q8NBQ5				33437.6	34811.6	30471.8	35010.3
Q8NBR6				4482.34	5571.24	4144.73	3335.9
Q8NBS9				402069	441481	435192	426781
Q8NBT0				15067	16821.7	16395.7	14843.9
Q8NBT2				26487.7	33897.5	39011.5	37295.9
Q8NBU5				105335	108904	131450	134352
Q8NBW4				2173.85	2944.49	3264.71	2549.28
Q8NBZ0				8554.36	8809.86	11618.6	7071.21
Q8NBZ7				13740.2	11714.7	12874.2	18955.9
Q8NC26				33332.1	32394.4	37142.1	33913.9
Q8NC42				77076.3	59121	61889.8	58362.6
Q8NC44				7869.33	7636.23	9015.73	9444.07
Q8NC51				852448	866417	874830	886437
Q8NC54				32620.6	29579.1	28811.8	26558.2
Q8NC56				37740.9	35806.6	35390.1	34792.4
Q8NC60				45384.6	45188.7	56631.2	91429.1
Q8NC96				71265.1	77446.4	78626.7	79556.2
Q8NCA5				121498	126966	128240	111439
Q8NCE0				22599.3	24137.8	24018.6	21450.5
Q8NCE2				9530.47	8299.81	6649.53	6624.43
Q8NCF5				65114.4	60629.5	61437.6	59795.8
Q8NCG7				27836.1	31158.3	31954.2	32763.7
Q8NCH0				24345.6	20828.2	18873.8	21818.3
Q8NCJ5				8731.87	6623.1	11633.7	7737.25
Q8NCM8				12750.3	9617.75	12211.5	10897.9
Q8NCN2				8953.72		7384.78	8933.32
Q8NCN4				13447.9	11932.2	14379.3	13471.5
Q8NCN5				37029.1	33976.4	33008.2	32593.4
Q8NCR0				8303.24	8014.43	7639.52	7393.49
Q8NCS4				6587.25	6865.25	6133.85	
Q8NCW5				113489	117988	132026	122731
Q8ND04				27212.2	25172.1	31096.8	25713.1
Q8ND24				17128.8	17936.2	17705.6	15461.6
Q8ND56				63228.7	66436.4	61885.9	61467.2
Q8ND76				7563.25	5998.11	6933.94	7045.53
Q8ND82				23532.4	23275.3	27487	28961.3
Q8NDA8				4550.18	5785.08	4581.21	
Q8NDC0				191180	202878	205920	194015
Q8NDD1				21799.4	23653	24653.3	28986.9
Q8NDF8				16318.7	9840.15	10113.5	12535.6
Q8NDH2				60168.1	46745.5	50362.5	43410.2
Q8NDH3				26592.3	29739.9	26496.9	30214.8
Q8NDI1				12676.5	12563.9	14695.3	14246.1
Q8NDT2				5712.49	4949.84	5687.15	3955.94
Q8NDV7				11906.7	12089.8	11915	10823.4
Q8NDX5				21509.6	20898.1	18168.2	21581.2
Q8NDX6				5802.67	5942.43	7089.46	5154.18
Q8NDZ4				5071.12	4903.69	6322.8	5335.89
Q8NE01				27552.6	29888.8	27275.5	27016.5
Q8NE71				253011	258447	244751	245962
Q8NE86				80746.1	93863.7	89597.6	97329.7
Q8NEB9				58594	48822.8	42872.6	40347.4
Q8NEC7				21936	20460.5	20144.6	16465.2
Q8NEF9				35251.2	34733.1	32156.6	33072.3
Q8NEJ9				59951.8	53291.6	53454	55552.2
Q8NEK5				45785.1		18652.7	20783.4
Q8NEL9				10316.1	12124	12376.4	9447.65
Q8NEM2				40746.8	40482.2	39794.4	38961.7
Q8NEM7				12742.5	13786.4	17227.9	13306.8
Q8NEN9				10618.8	9216.24	10358.4	10255
Q8NEU8				13560.7	11592.4	11619.8	11544.4
Q8NEW0				33499.8	47040.3	38910.7	40168.6
Q8NEY8				31015	29853.6	25747	26489.1
Q8NEZ2				25667.2	23468.4	25747.6	25288.5
Q8NEZ3				9604.3		9705.62	12029.3
Q8NEZ4				10731.5	10675.6	7032.24	8063.09
Q8NEZ5				87204.2	92112.7	95282.8	90100
Q8NF37				335204	355239	356714	353794
Q8NF50				9147.22	15283.5	15843.6	13095
Q8NF64				10166.4	7862.03	6561.33	9360.62
Q8NFA0				9741.58	11157.8	11631.5	9216.52
Q8NFC6				115278	97917.8	101080	133382
Q8NFD5				34768.9	37085.3	30792.4	45423.3
Q8NFF5				45435.5	50883.6	52917.7	46709
Q8NFG4				427397	476464	433236	421165
Q8NFH3				87898.9	86250.8	84866.3	83485.1
Q8NFH4				106935	109616	109566	118119
Q8NFH5				63448.3	57259.1	63222.3	57919.6
Q8NFI3				16390.1	15989.4	15135	17193.1
Q8NFJ5				37129.2	35661	37471	38224
Q8NFQ8				68644.1	71277.9	74901	72396.6
Q8NFT8				50879.1	50774.9	50934.9	52418.5
Q8NFU5				3141.03		2862.44	
Q8NFV4				24222	23329.5	24698.4	22325.6
Q8NFW8				37980.8	37740.3	39756.1	39377.9
Q8NFX7				8549.81	7574.63	5716.75	7996.03
Q8NFZ0				167559	123824	166494	117903
Q8NG08				24599.9	13796.3	17965.2	21957
Q8NG11				4510.43	7284.65	6717.13	8010.83
Q8NG31				62589.1	68297.9	67208.2	65804.7
Q8NG48				882.682	1358.09	1825.7	942.704
Q8NHG7				11892.8	12475.9	12609	11842.2
Q8NHG8				24029.8	26342.7	28019.8	23918.1
Q8NHH9				48728.7	40551	38674.2	47989.2
Q8NHM5				10755.2	10625	9804.19	7485.53
Q8NHP8				30900.1	26993.4	28327.8	22675.5
Q8NHQ8				5628.04	4013.04	5566.23	4276.5
Q8NHQ9				47381	37055.8	35715.7	41980.7
Q8NHS3						4659.02	4465.76
Q8NHU6				18569.5	16399.4	21349.2	16553.6
Q8NHV4				13843.4	13301.5	12380	12634.4
Q8NHX9				7126.71	13493.4	11248.2	14175.7
Q8NHY2				9367.12	7437.44	9032.91	10285.9
Q8NHZ8				21559.2	24697.3	19714.5	24589.2
Q8NI08				15716.2	18671.7	17678.6	17409.7
Q8NI22				139666	136936	106115	129637
Q8NI27				126137	130929	122421	120870
Q8NI29				4002.46	5978.81	3530.63	3654.98
Q8NI35				21133.4	17770.5	20489.7	21593.4
Q8NI36				194937	201402	191919	185468
Q8NI60				34375.1	34919.3	33274.9	34102.8
Q8NI77				19806.4	19289.6	21642.8	17852.4
Q8TA86				36570.9	34225.9	31514.6	37565
Q8TAA5				25466.8	26013.7	26110.5	24667.2
Q8TAA9				11345.8	13045.2	12770.4	12774
Q8TAD4				25122.1	22768.4	26628.4	30841.3
Q8TAD8				15084.4	17929	15107.4	14379.7
Q8TAE8				98546.5	90125.3	84964.7	93195.7
Q8TAF3				24236	23372.4	23365.9	23676
Q8TAG9				19886.2	19284.5	19287.8	19965.7
Q8TAP6				11740.3	6992.8	8682.53	8228.41
Q8TAP9				17484.8	18153.9	18415.3	14034.1
Q8TAQ2				62663.9	67028.8	66845.5	65567.6
Q8TAT6				113702	117149	114984	110020
Q8TB03				17051.8	17676.3	18373.4	19946.3
Q8TB05				10512.7	9320.24	9666.5	9719.44
Q8TB36				11001.6	10966.3	14390.6	8112.74
Q8TB37				6720.75	6035.23	5842.54	5741.93
